,scene_name,camera_name,frame_id,included_in_public_release,exclude_reason,split_partition_name
92,ai_001_001,cam_00,92,True,,train
93,ai_001_001,cam_00,93,True,,train
94,ai_001_001,cam_00,94,True,,train
95,ai_001_001,cam_00,95,True,,train
96,ai_001_001,cam_00,96,True,,train
97,ai_001_001,cam_00,97,True,,train
98,ai_001_001,cam_00,98,True,,train
99,ai_001_001,cam_00,99,True,,train
100,ai_001_002,cam_00,0,True,,train
101,ai_001_002,cam_00,1,True,,train
102,ai_001_002,cam_00,2,True,,train
103,ai_001_002,cam_00,3,True,,train
104,ai_001_002,cam_00,4,True,,train
105,ai_001_002,cam_00,5,True,,train
106,ai_001_002,cam_00,6,True,,train
107,ai_001_002,cam_00,7,True,,train
108,ai_001_002,cam_00,8,True,,train
109,ai_001_002,cam_00,9,True,,train
110,ai_001_002,cam_00,10,True,,train
111,ai_001_002,cam_00,11,True,,train
112,ai_001_002,cam_00,12,True,,train
113,ai_001_002,cam_00,13,True,,train
114,ai_001_002,cam_00,14,True,,train
115,ai_001_002,cam_00,15,True,,train
116,ai_001_002,cam_00,16,True,,train
117,ai_001_002,cam_00,17,True,,train
118,ai_001_002,cam_00,18,True,,train
119,ai_001_002,cam_00,19,True,,train
120,ai_001_002,cam_00,20,True,,train
121,ai_001_002,cam_00,21,True,,train
122,ai_001_002,cam_00,22,True,,train
123,ai_001_002,cam_00,23,True,,train
124,ai_001_002,cam_00,24,True,,train
125,ai_001_002,cam_00,25,True,,train
126,ai_001_002,cam_00,26,True,,train
127,ai_001_002,cam_00,27,True,,train
128,ai_001_002,cam_00,28,True,,train
129,ai_001_002,cam_00,29,True,,train
130,ai_001_002,cam_00,30,True,,train
131,ai_001_002,cam_00,31,True,,train
132,ai_001_002,cam_00,32,True,,train
133,ai_001_002,cam_00,33,True,,train
134,ai_001_002,cam_00,34,True,,train
135,ai_001_002,cam_00,35,True,,train
136,ai_001_002,cam_00,36,True,,train
137,ai_001_002,cam_00,37,True,,train
138,ai_001_002,cam_00,38,True,,train
139,ai_001_002,cam_00,39,True,,train
140,ai_001_002,cam_00,40,True,,train
141,ai_001_002,cam_00,41,True,,train
142,ai_001_002,cam_00,42,True,,train
143,ai_001_002,cam_00,43,True,,train
144,ai_001_002,cam_00,44,True,,train
145,ai_001_002,cam_00,45,True,,train
146,ai_001_002,cam_00,46,True,,train
147,ai_001_002,cam_00,47,True,,train
148,ai_001_002,cam_00,48,True,,train
149,ai_001_002,cam_00,49,True,,train
150,ai_001_002,cam_00,50,True,,train
151,ai_001_002,cam_00,51,True,,train
152,ai_001_002,cam_00,52,True,,train
153,ai_001_002,cam_00,53,True,,train
154,ai_001_002,cam_00,54,True,,train
155,ai_001_002,cam_00,55,True,,train
156,ai_001_002,cam_00,56,True,,train
157,ai_001_002,cam_00,57,True,,train
158,ai_001_002,cam_00,58,True,,train
159,ai_001_002,cam_00,59,True,,train
160,ai_001_002,cam_00,60,True,,train
161,ai_001_002,cam_00,61,True,,train
162,ai_001_002,cam_00,62,True,,train
163,ai_001_002,cam_00,63,True,,train
164,ai_001_002,cam_00,64,True,,train
165,ai_001_002,cam_00,65,True,,train
166,ai_001_002,cam_00,66,True,,train
167,ai_001_002,cam_00,67,True,,train
168,ai_001_002,cam_00,68,True,,train
169,ai_001_002,cam_00,69,True,,train
170,ai_001_002,cam_00,70,True,,train
171,ai_001_002,cam_00,71,True,,train
172,ai_001_002,cam_00,72,True,,train
173,ai_001_002,cam_00,73,True,,train
174,ai_001_002,cam_00,74,True,,train
175,ai_001_002,cam_00,75,True,,train
176,ai_001_002,cam_00,76,True,,train
177,ai_001_002,cam_00,77,True,,train
178,ai_001_002,cam_00,78,True,,train
179,ai_001_002,cam_00,79,True,,train
181,ai_001_002,cam_00,81,True,,train
182,ai_001_002,cam_00,82,True,,train
183,ai_001_002,cam_00,83,True,,train
184,ai_001_002,cam_00,84,True,,train
185,ai_001_002,cam_00,85,True,,train
186,ai_001_002,cam_00,86,True,,train
187,ai_001_002,cam_00,87,True,,train
188,ai_001_002,cam_00,88,True,,train
189,ai_001_002,cam_00,89,True,,train
190,ai_001_002,cam_00,90,True,,train
191,ai_001_002,cam_00,91,True,,train
192,ai_001_002,cam_00,92,True,,train
193,ai_001_002,cam_00,93,True,,train
194,ai_001_002,cam_00,94,True,,train
195,ai_001_002,cam_00,95,True,,train
196,ai_001_002,cam_00,96,True,,train
197,ai_001_002,cam_00,97,True,,train
198,ai_001_002,cam_00,98,True,,train
199,ai_001_002,cam_00,99,True,,train
200,ai_001_002,cam_01,0,True,,train
201,ai_001_002,cam_01,1,True,,train
202,ai_001_002,cam_01,2,True,,train
203,ai_001_002,cam_01,3,True,,train
204,ai_001_002,cam_01,4,True,,train
205,ai_001_002,cam_01,5,True,,train
206,ai_001_002,cam_01,6,True,,train
207,ai_001_002,cam_01,7,True,,train
208,ai_001_002,cam_01,8,True,,train
209,ai_001_002,cam_01,9,True,,train
210,ai_001_002,cam_01,10,True,,train
211,ai_001_002,cam_01,11,True,,train
212,ai_001_002,cam_01,12,True,,train
213,ai_001_002,cam_01,13,True,,train
214,ai_001_002,cam_01,14,True,,train
215,ai_001_002,cam_01,15,True,,train
216,ai_001_002,cam_01,16,True,,train
217,ai_001_002,cam_01,17,True,,train
218,ai_001_002,cam_01,18,True,,train
219,ai_001_002,cam_01,19,True,,train
220,ai_001_002,cam_01,20,True,,train
221,ai_001_002,cam_01,21,True,,train
222,ai_001_002,cam_01,22,True,,train
223,ai_001_002,cam_01,23,True,,train
224,ai_001_002,cam_01,24,True,,train
225,ai_001_002,cam_01,25,True,,train
226,ai_001_002,cam_01,26,True,,train
227,ai_001_002,cam_01,27,True,,train
228,ai_001_002,cam_01,28,True,,train
229,ai_001_002,cam_01,29,True,,train
230,ai_001_002,cam_01,30,True,,train
231,ai_001_002,cam_01,31,True,,train
232,ai_001_002,cam_01,32,True,,train
233,ai_001_002,cam_01,33,True,,train
234,ai_001_002,cam_01,34,True,,train
235,ai_001_002,cam_01,35,True,,train
236,ai_001_002,cam_01,36,True,,train
237,ai_001_002,cam_01,37,True,,train
238,ai_001_002,cam_01,38,True,,train
239,ai_001_002,cam_01,39,True,,train
240,ai_001_002,cam_01,40,True,,train
241,ai_001_002,cam_01,41,True,,train
242,ai_001_002,cam_01,42,True,,train
243,ai_001_002,cam_01,43,True,,train
244,ai_001_002,cam_01,44,True,,train
245,ai_001_002,cam_01,45,True,,train
246,ai_001_002,cam_01,46,True,,train
247,ai_001_002,cam_01,47,True,,train
248,ai_001_002,cam_01,48,True,,train
249,ai_001_002,cam_01,49,True,,train
250,ai_001_002,cam_01,50,True,,train
251,ai_001_002,cam_01,51,True,,train
252,ai_001_002,cam_01,52,True,,train
253,ai_001_002,cam_01,53,True,,train
254,ai_001_002,cam_01,54,True,,train
255,ai_001_002,cam_01,55,True,,train
256,ai_001_002,cam_01,56,True,,train
257,ai_001_002,cam_01,57,True,,train
258,ai_001_002,cam_01,58,True,,train
259,ai_001_002,cam_01,59,True,,train
260,ai_001_002,cam_01,60,True,,train
261,ai_001_002,cam_01,61,True,,train
262,ai_001_002,cam_01,62,True,,train
263,ai_001_002,cam_01,63,True,,train
264,ai_001_002,cam_01,64,True,,train
265,ai_001_002,cam_01,65,True,,train
266,ai_001_002,cam_01,66,True,,train
267,ai_001_002,cam_01,67,True,,train
268,ai_001_002,cam_01,68,True,,train
269,ai_001_002,cam_01,69,True,,train
270,ai_001_002,cam_01,70,True,,train
271,ai_001_002,cam_01,71,True,,train
272,ai_001_002,cam_01,72,True,,train
273,ai_001_002,cam_01,73,True,,train
274,ai_001_002,cam_01,74,True,,train
275,ai_001_002,cam_01,75,True,,train
276,ai_001_002,cam_01,76,True,,train
277,ai_001_002,cam_01,77,True,,train
278,ai_001_002,cam_01,78,True,,train
279,ai_001_002,cam_01,79,True,,train
280,ai_001_002,cam_01,80,True,,train
281,ai_001_002,cam_01,81,True,,train
282,ai_001_002,cam_01,82,True,,train
283,ai_001_002,cam_01,83,True,,train
284,ai_001_002,cam_01,84,True,,train
285,ai_001_002,cam_01,85,True,,train
286,ai_001_002,cam_01,86,True,,train
287,ai_001_002,cam_01,87,True,,train
288,ai_001_002,cam_01,88,True,,train
289,ai_001_002,cam_01,89,True,,train
290,ai_001_002,cam_01,90,True,,train
291,ai_001_002,cam_01,91,True,,train
292,ai_001_002,cam_01,92,True,,train
293,ai_001_002,cam_01,93,True,,train
294,ai_001_002,cam_01,94,True,,train
295,ai_001_002,cam_01,95,True,,train
296,ai_001_002,cam_01,96,True,,train
297,ai_001_002,cam_01,97,True,,train
298,ai_001_002,cam_01,98,True,,train
299,ai_001_002,cam_01,99,True,,train
300,ai_001_002,cam_02,0,True,,train
301,ai_001_002,cam_02,1,True,,train
302,ai_001_002,cam_02,2,True,,train
303,ai_001_002,cam_02,3,True,,train
304,ai_001_002,cam_02,4,True,,train
305,ai_001_002,cam_02,5,True,,train
306,ai_001_002,cam_02,6,True,,train
307,ai_001_002,cam_02,7,True,,train
308,ai_001_002,cam_02,8,True,,train
309,ai_001_002,cam_02,9,True,,train
310,ai_001_002,cam_02,10,True,,train
311,ai_001_002,cam_02,11,True,,train
312,ai_001_002,cam_02,12,True,,train
313,ai_001_002,cam_02,13,True,,train
314,ai_001_002,cam_02,14,True,,train
315,ai_001_002,cam_02,15,True,,train
316,ai_001_002,cam_02,16,True,,train
317,ai_001_002,cam_02,17,True,,train
318,ai_001_002,cam_02,18,True,,train
319,ai_001_002,cam_02,19,True,,train
320,ai_001_002,cam_02,20,True,,train
321,ai_001_002,cam_02,21,True,,train
322,ai_001_002,cam_02,22,True,,train
323,ai_001_002,cam_02,23,True,,train
324,ai_001_002,cam_02,24,True,,train
325,ai_001_002,cam_02,25,True,,train
326,ai_001_002,cam_02,26,True,,train
327,ai_001_002,cam_02,27,True,,train
328,ai_001_002,cam_02,28,True,,train
329,ai_001_002,cam_02,29,True,,train
330,ai_001_002,cam_02,30,True,,train
331,ai_001_002,cam_02,31,True,,train
332,ai_001_002,cam_02,32,True,,train
333,ai_001_002,cam_02,33,True,,train
334,ai_001_002,cam_02,34,True,,train
335,ai_001_002,cam_02,35,True,,train
336,ai_001_002,cam_02,36,True,,train
338,ai_001_002,cam_02,38,True,,train
339,ai_001_002,cam_02,39,True,,train
340,ai_001_002,cam_02,40,True,,train
341,ai_001_002,cam_02,41,True,,train
342,ai_001_002,cam_02,42,True,,train
343,ai_001_002,cam_02,43,True,,train
344,ai_001_002,cam_02,44,True,,train
345,ai_001_002,cam_02,45,True,,train
346,ai_001_002,cam_02,46,True,,train
347,ai_001_002,cam_02,47,True,,train
348,ai_001_002,cam_02,48,True,,train
349,ai_001_002,cam_02,49,True,,train
350,ai_001_002,cam_02,50,True,,train
351,ai_001_002,cam_02,51,True,,train
352,ai_001_002,cam_02,52,True,,train
353,ai_001_002,cam_02,53,True,,train
354,ai_001_002,cam_02,54,True,,train
355,ai_001_002,cam_02,55,True,,train
356,ai_001_002,cam_02,56,True,,train
357,ai_001_002,cam_02,57,True,,train
358,ai_001_002,cam_02,58,True,,train
359,ai_001_002,cam_02,59,True,,train
360,ai_001_002,cam_02,60,True,,train
361,ai_001_002,cam_02,61,True,,train
362,ai_001_002,cam_02,62,True,,train
363,ai_001_002,cam_02,63,True,,train
364,ai_001_002,cam_02,64,True,,train
365,ai_001_002,cam_02,65,True,,train
366,ai_001_002,cam_02,66,True,,train
367,ai_001_002,cam_02,67,True,,train
368,ai_001_002,cam_02,68,True,,train
369,ai_001_002,cam_02,69,True,,train
370,ai_001_002,cam_02,70,True,,train
372,ai_001_002,cam_02,72,True,,train
373,ai_001_002,cam_02,73,True,,train
374,ai_001_002,cam_02,74,True,,train
375,ai_001_002,cam_02,75,True,,train
376,ai_001_002,cam_02,76,True,,train
377,ai_001_002,cam_02,77,True,,train
378,ai_001_002,cam_02,78,True,,train
379,ai_001_002,cam_02,79,True,,train
380,ai_001_002,cam_02,80,True,,train
381,ai_001_002,cam_02,81,True,,train
382,ai_001_002,cam_02,82,True,,train
383,ai_001_002,cam_02,83,True,,train
384,ai_001_002,cam_02,84,True,,train
385,ai_001_002,cam_02,85,True,,train
386,ai_001_002,cam_02,86,True,,train
387,ai_001_002,cam_02,87,True,,train
388,ai_001_002,cam_02,88,True,,train
389,ai_001_002,cam_02,89,True,,train
390,ai_001_002,cam_02,90,True,,train
391,ai_001_002,cam_02,91,True,,train
392,ai_001_002,cam_02,92,True,,train
393,ai_001_002,cam_02,93,True,,train
394,ai_001_002,cam_02,94,True,,train
395,ai_001_002,cam_02,95,True,,train
396,ai_001_002,cam_02,96,True,,train
397,ai_001_002,cam_02,97,True,,train
398,ai_001_002,cam_02,98,True,,train
399,ai_001_002,cam_02,99,True,,train
400,ai_001_002,cam_03,0,True,,train
401,ai_001_002,cam_03,1,True,,train
402,ai_001_002,cam_03,2,True,,train
403,ai_001_002,cam_03,3,True,,train
404,ai_001_002,cam_03,4,True,,train
405,ai_001_002,cam_03,5,True,,train
406,ai_001_002,cam_03,6,True,,train
407,ai_001_002,cam_03,7,True,,train
409,ai_001_002,cam_03,9,True,,train
410,ai_001_002,cam_03,10,True,,train
411,ai_001_002,cam_03,11,True,,train
412,ai_001_002,cam_03,12,True,,train
413,ai_001_002,cam_03,13,True,,train
414,ai_001_002,cam_03,14,True,,train
415,ai_001_002,cam_03,15,True,,train
416,ai_001_002,cam_03,16,True,,train
417,ai_001_002,cam_03,17,True,,train
418,ai_001_002,cam_03,18,True,,train
419,ai_001_002,cam_03,19,True,,train
420,ai_001_002,cam_03,20,True,,train
421,ai_001_002,cam_03,21,True,,train
422,ai_001_002,cam_03,22,True,,train
423,ai_001_002,cam_03,23,True,,train
424,ai_001_002,cam_03,24,True,,train
425,ai_001_002,cam_03,25,True,,train
427,ai_001_002,cam_03,27,True,,train
428,ai_001_002,cam_03,28,True,,train
429,ai_001_002,cam_03,29,True,,train
430,ai_001_002,cam_03,30,True,,train
431,ai_001_002,cam_03,31,True,,train
432,ai_001_002,cam_03,32,True,,train
433,ai_001_002,cam_03,33,True,,train
434,ai_001_002,cam_03,34,True,,train
435,ai_001_002,cam_03,35,True,,train
436,ai_001_002,cam_03,36,True,,train
437,ai_001_002,cam_03,37,True,,train
438,ai_001_002,cam_03,38,True,,train
439,ai_001_002,cam_03,39,True,,train
440,ai_001_002,cam_03,40,True,,train
441,ai_001_002,cam_03,41,True,,train
442,ai_001_002,cam_03,42,True,,train
443,ai_001_002,cam_03,43,True,,train
444,ai_001_002,cam_03,44,True,,train
445,ai_001_002,cam_03,45,True,,train
446,ai_001_002,cam_03,46,True,,train
447,ai_001_002,cam_03,47,True,,train
448,ai_001_002,cam_03,48,True,,train
449,ai_001_002,cam_03,49,True,,train
450,ai_001_002,cam_03,50,True,,train
451,ai_001_002,cam_03,51,True,,train
452,ai_001_002,cam_03,52,True,,train
453,ai_001_002,cam_03,53,True,,train
454,ai_001_002,cam_03,54,True,,train
455,ai_001_002,cam_03,55,True,,train
456,ai_001_002,cam_03,56,True,,train
457,ai_001_002,cam_03,57,True,,train
458,ai_001_002,cam_03,58,True,,train
459,ai_001_002,cam_03,59,True,,train
461,ai_001_002,cam_03,61,True,,train
462,ai_001_002,cam_03,62,True,,train
463,ai_001_002,cam_03,63,True,,train
464,ai_001_002,cam_03,64,True,,train
465,ai_001_002,cam_03,65,True,,train
466,ai_001_002,cam_03,66,True,,train
467,ai_001_002,cam_03,67,True,,train
468,ai_001_002,cam_03,68,True,,train
469,ai_001_002,cam_03,69,True,,train
470,ai_001_002,cam_03,70,True,,train
471,ai_001_002,cam_03,71,True,,train
472,ai_001_002,cam_03,72,True,,train
473,ai_001_002,cam_03,73,True,,train
474,ai_001_002,cam_03,74,True,,train
475,ai_001_002,cam_03,75,True,,train
476,ai_001_002,cam_03,76,True,,train
477,ai_001_002,cam_03,77,True,,train
478,ai_001_002,cam_03,78,True,,train
479,ai_001_002,cam_03,79,True,,train
480,ai_001_002,cam_03,80,True,,train
481,ai_001_002,cam_03,81,True,,train
482,ai_001_002,cam_03,82,True,,train
483,ai_001_002,cam_03,83,True,,train
484,ai_001_002,cam_03,84,True,,train
485,ai_001_002,cam_03,85,True,,train
486,ai_001_002,cam_03,86,True,,train
487,ai_001_002,cam_03,87,True,,train
489,ai_001_002,cam_03,89,True,,train
490,ai_001_002,cam_03,90,True,,train
491,ai_001_002,cam_03,91,True,,train
492,ai_001_002,cam_03,92,True,,train
493,ai_001_002,cam_03,93,True,,train
494,ai_001_002,cam_03,94,True,,train
495,ai_001_002,cam_03,95,True,,train
496,ai_001_002,cam_03,96,True,,train
497,ai_001_002,cam_03,97,True,,train
498,ai_001_002,cam_03,98,True,,train
499,ai_001_002,cam_03,99,True,,train
500,ai_001_003,cam_00,0,True,,train
501,ai_001_003,cam_00,1,True,,train
502,ai_001_003,cam_00,2,True,,train
503,ai_001_003,cam_00,3,True,,train
504,ai_001_003,cam_00,4,True,,train
505,ai_001_003,cam_00,5,True,,train
506,ai_001_003,cam_00,6,True,,train
507,ai_001_003,cam_00,7,True,,train
508,ai_001_003,cam_00,8,True,,train
509,ai_001_003,cam_00,9,True,,train
510,ai_001_003,cam_00,10,True,,train
511,ai_001_003,cam_00,11,True,,train
512,ai_001_003,cam_00,12,True,,train
513,ai_001_003,cam_00,13,True,,train
514,ai_001_003,cam_00,14,True,,train
515,ai_001_003,cam_00,15,True,,train
516,ai_001_003,cam_00,16,True,,train
517,ai_001_003,cam_00,17,True,,train
518,ai_001_003,cam_00,18,True,,train
519,ai_001_003,cam_00,19,True,,train
520,ai_001_003,cam_00,20,True,,train
521,ai_001_003,cam_00,21,True,,train
522,ai_001_003,cam_00,22,True,,train
523,ai_001_003,cam_00,23,True,,train
524,ai_001_003,cam_00,24,True,,train
525,ai_001_003,cam_00,25,True,,train
526,ai_001_003,cam_00,26,True,,train
527,ai_001_003,cam_00,27,True,,train
528,ai_001_003,cam_00,28,True,,train
529,ai_001_003,cam_00,29,True,,train
530,ai_001_003,cam_00,30,True,,train
531,ai_001_003,cam_00,31,True,,train
532,ai_001_003,cam_00,32,True,,train
533,ai_001_003,cam_00,33,True,,train
534,ai_001_003,cam_00,34,True,,train
535,ai_001_003,cam_00,35,True,,train
536,ai_001_003,cam_00,36,True,,train
537,ai_001_003,cam_00,37,True,,train
538,ai_001_003,cam_00,38,True,,train
539,ai_001_003,cam_00,39,True,,train
540,ai_001_003,cam_00,40,True,,train
541,ai_001_003,cam_00,41,True,,train
542,ai_001_003,cam_00,42,True,,train
543,ai_001_003,cam_00,43,True,,train
544,ai_001_003,cam_00,44,True,,train
545,ai_001_003,cam_00,45,True,,train
546,ai_001_003,cam_00,46,True,,train
547,ai_001_003,cam_00,47,True,,train
548,ai_001_003,cam_00,48,True,,train
549,ai_001_003,cam_00,49,True,,train
550,ai_001_003,cam_00,50,True,,train
551,ai_001_003,cam_00,51,True,,train
552,ai_001_003,cam_00,52,True,,train
553,ai_001_003,cam_00,53,True,,train
554,ai_001_003,cam_00,54,True,,train
555,ai_001_003,cam_00,55,True,,train
556,ai_001_003,cam_00,56,True,,train
557,ai_001_003,cam_00,57,True,,train
558,ai_001_003,cam_00,58,True,,train
559,ai_001_003,cam_00,59,True,,train
560,ai_001_003,cam_00,60,True,,train
561,ai_001_003,cam_00,61,True,,train
562,ai_001_003,cam_00,62,True,,train
563,ai_001_003,cam_00,63,True,,train
564,ai_001_003,cam_00,64,True,,train
565,ai_001_003,cam_00,65,True,,train
566,ai_001_003,cam_00,66,True,,train
567,ai_001_003,cam_00,67,True,,train
568,ai_001_003,cam_00,68,True,,train
569,ai_001_003,cam_00,69,True,,train
570,ai_001_003,cam_00,70,True,,train
571,ai_001_003,cam_00,71,True,,train
572,ai_001_003,cam_00,72,True,,train
573,ai_001_003,cam_00,73,True,,train
574,ai_001_003,cam_00,74,True,,train
575,ai_001_003,cam_00,75,True,,train
576,ai_001_003,cam_00,76,True,,train
577,ai_001_003,cam_00,77,True,,train
578,ai_001_003,cam_00,78,True,,train
579,ai_001_003,cam_00,79,True,,train
580,ai_001_003,cam_00,80,True,,train
581,ai_001_003,cam_00,81,True,,train
582,ai_001_003,cam_00,82,True,,train
583,ai_001_003,cam_00,83,True,,train
584,ai_001_003,cam_00,84,True,,train
585,ai_001_003,cam_00,85,True,,train
586,ai_001_003,cam_00,86,True,,train
587,ai_001_003,cam_00,87,True,,train
588,ai_001_003,cam_00,88,True,,train
589,ai_001_003,cam_00,89,True,,train
590,ai_001_003,cam_00,90,True,,train
591,ai_001_003,cam_00,91,True,,train
592,ai_001_003,cam_00,92,True,,train
593,ai_001_003,cam_00,93,True,,train
594,ai_001_003,cam_00,94,True,,train
595,ai_001_003,cam_00,95,True,,train
596,ai_001_003,cam_00,96,True,,train
597,ai_001_003,cam_00,97,True,,train
598,ai_001_003,cam_00,98,True,,train
599,ai_001_003,cam_00,99,True,,train
600,ai_001_004,cam_00,0,True,,train
601,ai_001_004,cam_00,1,True,,train
602,ai_001_004,cam_00,2,True,,train
603,ai_001_004,cam_00,3,True,,train
604,ai_001_004,cam_00,4,True,,train
605,ai_001_004,cam_00,5,True,,train
606,ai_001_004,cam_00,6,True,,train
607,ai_001_004,cam_00,7,True,,train
608,ai_001_004,cam_00,8,True,,train
609,ai_001_004,cam_00,9,True,,train
610,ai_001_004,cam_00,10,True,,train
611,ai_001_004,cam_00,11,True,,train
612,ai_001_004,cam_00,12,True,,train
613,ai_001_004,cam_00,13,True,,train
614,ai_001_004,cam_00,14,True,,train
615,ai_001_004,cam_00,15,True,,train
616,ai_001_004,cam_00,16,True,,train
617,ai_001_004,cam_00,17,True,,train
618,ai_001_004,cam_00,18,True,,train
619,ai_001_004,cam_00,19,True,,train
620,ai_001_004,cam_00,20,True,,train
621,ai_001_004,cam_00,21,True,,train
622,ai_001_004,cam_00,22,True,,train
623,ai_001_004,cam_00,23,True,,train
624,ai_001_004,cam_00,24,True,,train
625,ai_001_004,cam_00,25,True,,train
626,ai_001_004,cam_00,26,True,,train
627,ai_001_004,cam_00,27,True,,train
628,ai_001_004,cam_00,28,True,,train
629,ai_001_004,cam_00,29,True,,train
630,ai_001_004,cam_00,30,True,,train
631,ai_001_004,cam_00,31,True,,train
632,ai_001_004,cam_00,32,True,,train
633,ai_001_004,cam_00,33,True,,train
634,ai_001_004,cam_00,34,True,,train
635,ai_001_004,cam_00,35,True,,train
636,ai_001_004,cam_00,36,True,,train
637,ai_001_004,cam_00,37,True,,train
638,ai_001_004,cam_00,38,True,,train
639,ai_001_004,cam_00,39,True,,train
640,ai_001_004,cam_00,40,True,,train
641,ai_001_004,cam_00,41,True,,train
642,ai_001_004,cam_00,42,True,,train
643,ai_001_004,cam_00,43,True,,train
644,ai_001_004,cam_00,44,True,,train
645,ai_001_004,cam_00,45,True,,train
646,ai_001_004,cam_00,46,True,,train
647,ai_001_004,cam_00,47,True,,train
648,ai_001_004,cam_00,48,True,,train
649,ai_001_004,cam_00,49,True,,train
650,ai_001_004,cam_00,50,True,,train
651,ai_001_004,cam_00,51,True,,train
652,ai_001_004,cam_00,52,True,,train
653,ai_001_004,cam_00,53,True,,train
654,ai_001_004,cam_00,54,True,,train
655,ai_001_004,cam_00,55,True,,train
656,ai_001_004,cam_00,56,True,,train
657,ai_001_004,cam_00,57,True,,train
658,ai_001_004,cam_00,58,True,,train
659,ai_001_004,cam_00,59,True,,train
660,ai_001_004,cam_00,60,True,,train
661,ai_001_004,cam_00,61,True,,train
662,ai_001_004,cam_00,62,True,,train
663,ai_001_004,cam_00,63,True,,train
664,ai_001_004,cam_00,64,True,,train
665,ai_001_004,cam_00,65,True,,train
666,ai_001_004,cam_00,66,True,,train
667,ai_001_004,cam_00,67,True,,train
668,ai_001_004,cam_00,68,True,,train
669,ai_001_004,cam_00,69,True,,train
670,ai_001_004,cam_00,70,True,,train
671,ai_001_004,cam_00,71,True,,train
